experiment,build,cell,aggregate_tps,ttft_avg_ms,ttft_p99_ms,itl_avg_ms,per_user_tps,spec_accept_rate,server_utilization
exp01-morning-bf16-dflash8,repne-fork-may3-old,c4_ctx0,342.99,148.3,190.6,11.301,88.5,0.2581,0.0658
exp01-morning-bf16-dflash8,repne-fork-may3-old,c4_ctx0,332.48,138.6,208.3,11.519,86.8,0.2228,0.0658
exp01-morning-bf16-dflash8,repne-fork-may3-old,c4_ctx128k,297.59,1585.1,2817.7,12.323,81.1,0.2477,0.1950
exp01-morning-bf16-dflash8,repne-fork-may3-old,c4_ctx128k,286.54,1424.8,2558.5,12.621,79.2,0.2377,0.1942
exp01-morning-bf16-dflash8,repne-fork-may3-old,c4_ctx128k,284.22,1541.4,2685.2,12.208,81.9,0.2361,0.1942
exp01-morning-bf16-dflash8,repne-fork-may3-old,c4_ctx128k,292.14,1572.0,2764.9,12.197,82.0,0.2604,0.1950
exp01-morning-bf16-dflash8,repne-fork-may3-old,c4_ctx128k,289.45,1552.5,2713.6,12.493,80.0,0.2701,0.1942
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx0,107.42,137.2,138.4,9.183,108.9,0.3953,0.0049
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx0,108.71,148.3,160.3,9.079,110.1,0.3953,0.0049
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx0,112.05,148.7,149.4,8.867,112.8,0.7907,0.0049
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx131072,55.35,18621.1,18621.1,8.802,113.6,0.5196,0.0325
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx131072,54.67,18661.6,18661.6,8.554,116.9,0.6222,0.0325
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx131072,55.37,18666.8,18666.8,9.377,106.6,1.0000,0.0325
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx250000,1.87,0.0,0.0,0.000,0,0.0000,0.0579
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx250000,1.32,0.0,0.0,0.000,0,0.0000,0.0000
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx250000,1.07,0.0,0.0,0.000,0,0.0000,0.0579
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx32000,103.85,2954.8,2956.9,8.709,114.8,0.6032,0.0115
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx32000,102.18,2961.2,2962.4,8.656,115.5,0.4651,0.0115
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c1_ctx32000,97.58,2952.6,2953.4,9.094,110.0,0.5794,0.0115
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx0,205.85,284.7,498.6,9.479,105.5,0.5159,0.0098
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx0,209.24,167.3,196.4,9.357,106.9,0.5516,0.0098
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx0,205.23,210.1,304.9,9.588,104.3,0.3821,0.0098
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx131072,106.72,28595.4,37758.0,14.817,67.5,0.5000,0.0656
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx131072,105.12,28623.4,37782.3,15.213,65.7,0.4958,0.0656
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx131072,105.06,28815.8,38123.8,15.113,66.2,0.4365,0.0656
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx250000,0.03,0.0,0.0,0.000,0,0.0000,0.0314
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx250000,0.03,0.0,0.0,0.000,0,0.0000,0.0276
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx250000,0.03,0.0,0.0,0.000,0,0.0000,0.0293
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx32000,180.41,3812.4,5881.0,10.287,97.2,0.6750,0.0230
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx32000,175.54,3804.7,5863.7,10.655,93.9,0.4756,0.0230
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c2_ctx32000,179.41,3804.5,5861.1,10.332,96.8,0.6429,0.0230
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c4_ctx0,406.43,244.8,425.4,9.609,104.1,0.5528,0.0195
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c4_ctx0,416.23,252.1,322.0,9.368,106.7,0.5000,0.0195
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c4_ctx0,427.17,227.8,296.4,9.187,108.8,0.5528,0.0195
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c4_ctx131072,6.90,39160.8,57889.1,328.844,3.0,0.4444,0.0325
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c4_ctx131072,7.40,38566.9,57318.2,311.604,3.2,0.4444,0.0325
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c4_ctx131072,6.74,38887.4,57630.7,322.533,3.1,0.3333,0.0325
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c4_ctx32000,272.92,6076.9,11629.4,80.069,12.5,1.0000,0.0112
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c4_ctx32000,282.28,5634.3,11646.8,20.080,49.8,0.5556,0.0112
exp03-nvfp4-mtp3-upstream,upstream-v0.20.1,c4_ctx32000,275.94,6065.9,11639.3,36.587,27.3,0.8333,0.0447
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c1_ctx0,114.30,65.1,68.9,7.795,128.3,0.7519,0.0054
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c1_ctx0,119.88,69.8,82.8,7.843,127.5,0.7101,0.0054
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c1_ctx0,117.00,55.3,57.5,8.186,122.2,0.6296,0.0054
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c1_ctx131072,95.65,776.3,783.9,9.955,100.5,0.5833,0.0725
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c1_ctx131072,97.10,788.1,796.8,9.828,101.7,0.4474,0.0725
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c1_ctx131072,92.30,782.1,801.4,10.364,96.5,0.6126,0.0725
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c1_ctx32000,118.62,290.7,292.7,7.021,142.4,0.6667,0.0215
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c1_ctx32000,124.07,290.3,292.5,7.608,131.4,0.6667,0.0215
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c1_ctx32000,114.81,289.4,289.5,8.543,117.1,0.4203,0.0224
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c2_ctx0,226.00,141.7,246.8,8.679,115.2,0.5904,0.0116
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c2_ctx0,229.88,120.1,153.3,8.098,123.5,0.6414,0.0116
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c2_ctx0,225.64,101.0,124.6,8.752,114.3,0.4643,0.0116
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c2_ctx131072,184.07,947.7,1210.9,10.489,95.3,0.4167,0.0791
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c2_ctx131072,185.77,1082.2,1498.2,10.412,96.0,0.5324,0.0791
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c2_ctx131072,184.79,1093.6,1538.4,10.461,95.6,0.4769,0.0791
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c2_ctx32000,224.94,424.9,579.8,8.738,114.4,0.5417,0.0290
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c2_ctx32000,223.28,404.0,571.9,8.805,113.6,0.4259,0.0290
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c2_ctx32000,232.77,384.9,574.9,7.727,129.4,0.5539,0.0282
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c4_ctx0,451.25,115.9,135.4,8.484,117.9,0.5660,0.0232
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c4_ctx0,444.63,124.2,205.4,8.871,112.7,0.5889,0.0248
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c4_ctx0,453.45,114.4,129.7,8.414,118.9,0.6480,0.0240
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c4_ctx131072,352.98,1444.8,2518.3,10.851,92.2,0.5310,0.0919
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c4_ctx131072,353.62,1931.7,3281.0,10.809,92.5,0.5786,0.0915
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c4_ctx131072,344.77,1638.3,2633.0,11.091,90.2,0.5190,0.0940
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c4_ctx32000,457.71,676.5,1093.8,8.588,116.4,0.5519,0.0422
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c4_ctx32000,451.08,642.7,1096.5,8.706,114.9,0.5720,0.0422
exp06-newimage-fp8mtp3,repne-fork-may5-evening,c4_ctx32000,454.64,652.6,1123.7,8.667,115.4,0.5174,0.0422
exp06-newimage-dflash15,repne-fork-may5-evening,c1_ctx0,88.34,59.6,60.2,10.751,93.0,0.1232,0.0290
exp06-newimage-dflash15,repne-fork-may5-evening,c1_ctx0,93.70,60.5,63.0,10.370,96.4,0.1293,0.0290
exp06-newimage-dflash15,repne-fork-may5-evening,c1_ctx0,82.10,71.0,80.2,11.064,90.4,0.1375,0.0290
exp06-newimage-dflash15,repne-fork-may5-evening,c1_ctx131072,85.70,789.1,790.9,11.050,90.5,0.1075,0.1581
exp06-newimage-dflash15,repne-fork-may5-evening,c1_ctx131072,91.62,794.6,806.9,10.391,96.2,0.1333,0.1564
exp06-newimage-dflash15,repne-fork-may5-evening,c1_ctx131072,85.59,801.5,812.4,10.737,93.1,0.2000,0.1564
exp06-newimage-dflash15,repne-fork-may5-evening,c1_ctx32000,95.80,310.9,319.1,10.296,97.1,0.0792,0.0607
exp06-newimage-dflash15,repne-fork-may5-evening,c1_ctx32000,96.04,303.6,303.6,10.088,99.1,0.1000,0.0607
exp06-newimage-dflash15,repne-fork-may5-evening,c1_ctx32000,93.16,302.9,302.9,10.275,97.3,0.0946,0.0624
exp06-newimage-dflash15,repne-fork-may5-evening,c2_ctx0,160.86,206.8,437.4,11.298,88.5,0.1533,0.0581
exp06-newimage-dflash15,repne-fork-may5-evening,c2_ctx0,156.81,120.1,140.2,11.880,84.2,0.0933,0.0581
exp06-newimage-dflash15,repne-fork-may5-evening,c2_ctx0,178.61,127.9,166.5,11.129,89.9,0.1333,0.0581
exp06-newimage-dflash15,repne-fork-may5-evening,c2_ctx131072,157.42,1118.3,1533.1,11.913,83.9,0.1136,0.1854
exp06-newimage-dflash15,repne-fork-may5-evening,c2_ctx131072,145.08,1153.2,1584.1,12.406,80.6,0.1457,0.1854
exp06-newimage-dflash15,repne-fork-may5-evening,c2_ctx131072,147.44,1139.2,1584.9,12.344,81.0,0.1060,0.1854
exp06-newimage-dflash15,repne-fork-may5-evening,c2_ctx32000,167.78,433.9,623.5,11.205,89.2,0.0967,0.0897
exp06-newimage-dflash15,repne-fork-may5-evening,c2_ctx32000,169.08,430.0,612.0,11.123,89.9,0.1264,0.0897
exp06-newimage-dflash15,repne-fork-may5-evening,c2_ctx32000,162.99,433.4,622.1,11.305,88.5,0.0922,0.0897
exp06-newimage-dflash15,repne-fork-may5-evening,c4_ctx0,308.43,146.6,222.3,11.997,83.4,0.1524,0.1153
exp06-newimage-dflash15,repne-fork-may5-evening,c4_ctx0,317.06,145.0,217.8,12.020,83.2,0.1475,0.1153
exp06-newimage-dflash15,repne-fork-may5-evening,c4_ctx0,314.62,146.8,174.0,12.130,82.4,0.1160,0.1153
exp06-newimage-dflash15,repne-fork-may5-evening,c4_ctx131072,256.08,2038.9,2815.1,14.519,68.9,0.1251,0.1546
exp06-newimage-dflash15,repne-fork-may5-evening,c4_ctx131072,237.14,2506.8,3236.5,14.715,68.0,0.1136,0.0000
exp06-newimage-dflash15,repne-fork-may5-evening,c4_ctx131072,252.90,1689.9,2688.1,14.113,70.9,0.1083,0.2486
exp06-newimage-dflash15,repne-fork-may5-evening,c4_ctx32000,297.00,711.3,1192.8,12.527,79.8,0.1253,0.1529
exp06-newimage-dflash15,repne-fork-may5-evening,c4_ctx32000,278.87,699.0,1138.1,12.666,79.0,0.1346,0.1504
exp06-newimage-dflash15,repne-fork-may5-evening,c4_ctx32000,299.95,700.8,1175.1,12.582,79.5,0.1315,0.1487
exp06-newimage-dflash8,repne-fork-may5-evening,c1_ctx0,95.75,70.3,79.6,10.548,94.8,0.0846,0.0165
exp06-newimage-dflash8,repne-fork-may5-evening,c1_ctx0,89.55,59.1,61.3,10.983,91.0,0.1397,0.0165
exp06-newimage-dflash8,repne-fork-may5-evening,c1_ctx0,91.30,59.2,61.1,10.518,95.1,0.1434,0.0165
exp06-newimage-dflash8,repne-fork-may5-evening,c1_ctx131072,80.73,757.5,764.2,11.242,89.0,0.2419,0.1432
exp06-newimage-dflash8,repne-fork-may5-evening,c1_ctx131072,89.17,751.0,758.3,10.806,92.5,0.2742,0.1432
exp06-newimage-dflash8,repne-fork-may5-evening,c1_ctx131072,89.33,746.6,748.8,10.678,93.7,0.2419,0.1440
exp06-newimage-dflash8,repne-fork-may5-evening,c1_ctx32000,89.16,339.9,341.2,10.712,93.4,0.1875,0.0477
exp06-newimage-dflash8,repne-fork-may5-evening,c1_ctx32000,99.94,338.0,339.4,9.865,101.4,0.1667,0.0477
exp06-newimage-dflash8,repne-fork-may5-evening,c1_ctx32000,96.51,342.9,345.1,10.105,99.0,0.2311,0.0477
exp06-newimage-dflash8,repne-fork-may5-evening,c2_ctx0,179.55,471.5,1230.6,11.025,90.7,0.1836,0.0329
exp06-newimage-dflash8,repne-fork-may5-evening,c2_ctx0,183.00,114.9,132.9,10.682,93.6,0.2480,0.0329
exp06-newimage-dflash8,repne-fork-may5-evening,c2_ctx0,179.64,115.7,137.9,10.944,91.4,0.1816,0.0329
exp06-newimage-dflash8,repne-fork-may5-evening,c2_ctx131072,168.23,918.3,1222.9,11.226,89.1,0.1983,0.1604
exp06-newimage-dflash8,repne-fork-may5-evening,c2_ctx131072,162.47,1141.6,1466.6,11.595,86.2,0.1767,0.1604
exp06-newimage-dflash8,repne-fork-may5-evening,c2_ctx131072,156.24,1083.5,1474.1,11.588,86.3,0.2651,0.1604
exp06-newimage-dflash8,repne-fork-may5-evening,c2_ctx32000,175.07,475.4,688.9,10.907,91.7,0.1953,0.0658
exp06-newimage-dflash8,repne-fork-may5-evening,c2_ctx32000,173.91,483.4,702.5,11.175,89.5,0.1973,0.0658
exp06-newimage-dflash8,repne-fork-may5-evening,c2_ctx32000,176.86,479.5,681.9,10.673,93.7,0.3887,0.0658
exp06-newimage-dflash8,repne-fork-may5-evening,c4_ctx0,328.88,183.7,307.2,11.630,86.0,0.2661,0.0658
exp06-newimage-dflash8,repne-fork-may5-evening,c4_ctx0,339.84,153.5,184.9,11.119,89.9,0.2469,0.0658
exp06-newimage-dflash8,repne-fork-may5-evening,c4_ctx0,335.10,131.0,142.3,11.592,86.3,0.2359,0.0658
exp06-newimage-dflash8,repne-fork-may5-evening,c4_ctx131072,285.61,1483.0,2591.6,12.634,79.2,0.2407,0.1950
exp06-newimage-dflash8,repne-fork-may5-evening,c4_ctx131072,278.26,1739.0,2695.3,12.892,77.6,0.1920,0.1966
exp06-newimage-dflash8,repne-fork-may5-evening,c4_ctx131072,289.42,1550.5,2648.3,12.568,79.6,0.2442,0.1950
exp06-newimage-dflash8,repne-fork-may5-evening,c4_ctx32000,322.96,761.7,1303.1,11.693,85.5,0.2646,0.0996
exp06-newimage-dflash8,repne-fork-may5-evening,c4_ctx32000,358.12,779.1,1314.6,10.886,91.9,0.2510,0.1020
exp06-newimage-dflash8,repne-fork-may5-evening,c4_ctx32000,327.10,754.2,1291.3,11.692,85.5,0.2167,0.0987
exp06-newimage-dflash7,repne-fork-may5-evening,c1_ctx0,87.88,72.0,78.8,10.825,92.4,0.1597,0.0148
exp06-newimage-dflash7,repne-fork-may5-evening,c1_ctx0,96.62,69.6,78.6,10.178,98.3,0.1218,0.0148
exp06-newimage-dflash7,repne-fork-may5-evening,c1_ctx0,94.35,60.0,62.2,10.034,99.7,0.3102,0.0148
exp06-newimage-dflash7,repne-fork-may5-evening,c1_ctx131072,84.03,751.7,764.7,11.298,88.5,0.2028,0.1415
exp06-newimage-dflash7,repne-fork-may5-evening,c1_ctx131072,84.47,743.2,744.4,11.229,89.1,0.2143,0.1415
exp06-newimage-dflash7,repne-fork-may5-evening,c1_ctx131072,82.82,726.9,731.4,11.282,88.6,0.1607,0.1415
exp06-newimage-dflash7,repne-fork-may5-evening,c1_ctx32000,89.67,344.5,349.6,10.481,95.4,0.2468,0.0461
exp06-newimage-dflash7,repne-fork-may5-evening,c1_ctx32000,99.66,339.2,339.8,9.813,101.9,0.3420,0.0461
exp06-newimage-dflash7,repne-fork-may5-evening,c1_ctx32000,95.14,344.5,350.5,10.245,97.6,0.1765,0.0461
exp06-newimage-dflash7,repne-fork-may5-evening,c2_ctx0,175.84,204.2,412.7,10.964,91.2,0.1883,0.0296
exp06-newimage-dflash7,repne-fork-may5-evening,c2_ctx0,181.26,123.1,151.0,10.703,93.4,0.1840,0.0296
exp06-newimage-dflash7,repne-fork-may5-evening,c2_ctx0,183.47,122.7,164.9,10.704,93.4,0.1954,0.0296
exp06-newimage-dflash7,repne-fork-may5-evening,c2_ctx131072,158.99,1062.0,1471.6,11.553,86.6,0.2881,0.1571
exp06-newimage-dflash7,repne-fork-may5-evening,c2_ctx131072,165.43,1065.2,1493.7,11.106,90.0,0.3238,0.1571
exp06-newimage-dflash7,repne-fork-may5-evening,c2_ctx131072,169.95,1048.9,1456.2,11.037,90.6,0.3157,0.1571
exp06-newimage-dflash7,repne-fork-may5-evening,c2_ctx32000,187.22,470.4,681.6,10.415,96.0,0.2366,0.0625
exp06-newimage-dflash7,repne-fork-may5-evening,c2_ctx32000,179.33,469.4,679.7,10.817,92.4,0.2078,0.0625
exp06-newimage-dflash7,repne-fork-may5-evening,c2_ctx32000,187.71,467.3,677.9,10.263,97.4,0.3728,0.0625
exp06-newimage-dflash7,repne-fork-may5-evening,c4_ctx0,339.64,124.7,151.9,11.403,87.7,0.2028,0.0592
exp06-newimage-dflash7,repne-fork-may5-evening,c4_ctx0,350.36,135.9,177.5,11.032,90.6,0.2546,0.0592
exp06-newimage-dflash7,repne-fork-may5-evening,c4_ctx0,344.68,152.6,185.8,11.137,89.8,0.2131,0.0592
exp06-newimage-dflash7,repne-fork-may5-evening,c4_ctx131072,288.69,1984.6,3052.2,12.438,80.4,0.2258,0.1884
exp06-newimage-dflash7,repne-fork-may5-evening,c4_ctx131072,306.80,1785.1,2947.2,12.268,81.5,0.2781,0.1884
exp06-newimage-dflash7,repne-fork-may5-evening,c4_ctx131072,303.43,1508.2,2627.3,12.364,80.9,0.2566,0.1884
exp06-newimage-dflash7,repne-fork-may5-evening,c4_ctx32000,330.37,756.6,1290.7,11.465,87.2,0.3155,0.0946
exp06-newimage-dflash7,repne-fork-may5-evening,c4_ctx32000,336.73,763.8,1311.9,11.255,88.9,0.2702,0.0930
exp06-newimage-dflash7,repne-fork-may5-evening,c4_ctx32000,328.29,756.4,1293.1,11.492,87.0,0.3202,0.0971
exp07-phaseC-mtp2,repne-fork-may5-evening,c1_ctx0,104.43,61.5,66.2,9.527,105.0,0.5957,0.0050
exp07-phaseC-mtp2,repne-fork-may5-evening,c1_ctx0,107.35,55.5,56.7,9.283,107.7,0.7234,0.0050
exp07-phaseC-mtp2,repne-fork-may5-evening,c4_ctx0,416.04,160.0,262.1,9.530,104.9,0.6549,0.0199
exp07-phaseC-mtp2,repne-fork-may5-evening,c4_ctx0,406.27,117.7,186.1,9.700,103.1,0.5516,0.0199
exp07-phaseC-mtp2,repne-fork-may5-evening,c4_ctx131072,321.62,1707.4,3027.2,11.953,83.7,0.6447,0.0857
exp07-phaseC-mtp2,repne-fork-may5-evening,c4_ctx131072,317.96,2224.2,3316.2,11.863,84.3,0.7432,0.0857
exp07-phaseC-mtp4,repne-fork-may5-evening,c1_ctx0,117.13,59.6,62.0,7.695,130.0,0.5976,0.0068
exp07-phaseC-mtp4,repne-fork-may5-evening,c1_ctx0,115.78,63.0,72.4,7.492,133.5,0.6098,0.0068
exp07-phaseC-mtp4,repne-fork-may5-evening,c4_ctx0,351.11,1394.4,6645.5,9.893,101.1,0.4404,0.0287
exp07-phaseC-mtp4,repne-fork-may5-evening,c4_ctx0,459.48,124.5,197.4,7.872,127.0,0.5086,0.0279
exp07-phaseC-mtp4,repne-fork-may5-evening,c4_ctx131072,343.21,1864.0,3137.0,11.120,89.9,0.4141,0.0964
exp07-phaseC-mtp4,repne-fork-may5-evening,c4_ctx131072,336.37,1553.3,2745.0,11.310,88.4,0.4766,0.0964
exp07-phaseC-mtp5,repne-fork-may5-evening,c1_ctx0,124.97,59.0,62.3,7.785,128.4,0.3463,0.0080
exp07-phaseC-mtp5,repne-fork-may5-evening,c1_ctx0,124.89,70.5,73.6,7.837,127.6,0.4000,0.0080
exp07-phaseC-mtp5,repne-fork-may5-evening,c4_ctx0,461.13,301.7,876.6,8.127,123.1,0.3701,0.0330
exp07-phaseC-mtp5,repne-fork-may5-evening,c4_ctx0,483.21,116.5,137.4,7.778,128.6,0.4379,0.0321
exp07-phaseC-mtp5,repne-fork-may5-evening,c4_ctx131072,348.92,1401.5,2603.6,10.861,92.1,0.3629,0.1014
exp07-phaseC-mtp5,repne-fork-may5-evening,c4_ctx131072,345.75,1392.7,2486.7,11.058,90.4,0.3516,0.1014
exp07-phaseC-mtp6,repne-fork-may5-evening,c1_ctx0,115.82,70.4,75.7,7.086,141.1,0.4781,0.0093
exp07-phaseC-mtp6,repne-fork-may5-evening,c1_ctx0,115.38,72.2,76.7,7.306,136.9,0.5702,0.0093
